periodID,costInput,costDriverInput,costActivity,DataGranularityL1,DataGranularityL2,DataGranularityL3,DataGranularityL4
202307,1831592.734,1636271.365,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202308,4318079.356,1419071.824,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202309,5230017.651,1674915.14,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202310,5153114.451,1680088.181,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202311,6006303.381,1832679.378,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202312,1788221.986,1555407.098,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202401,1837903.64,1648037.979,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202402,4302425.589,1753682.919,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202403,4452776.491,1734957.112,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202404,5390881.744,1826164.535,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202405,2323038.038,1876886.44,Route 483,Belgium,Brussels,0% - 490%,0% - 500%
202206,1869430.584,1706819.607,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202207,1844246.334,1659863.859,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202208,2751710.893,1483106.741,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202209,5492128.287,1855547.889,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202210,5098870.21,1740557.016,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202211,6118626.84,1834171.013,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202212,1827475.751,1628595.298,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202301,1825996.954,1625838.098,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202302,5519700.19,1618385.147,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202303,4628385.955,1962997.305,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202304,5472910.35,1445191.552,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202305,3115367.768,1744526.126,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202306,1874984.203,1717174.267,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202307,1831592.734,1636271.365,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202308,3107922.247,1419071.824,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202309,2561994.998,1674915.14,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202310,1927181.339,1680088.181,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202311,2516868.476,1832679.378,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202312,1788221.986,1555407.098,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202401,1837903.64,1648037.979,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202402,2788107.177,1753682.919,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202403,2154374.698,1734957.112,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202404,4636708.911,1826164.535,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202405,2051242.692,1876886.44,Route 484,Belgium,Brussels,0% - 490%,0% - 500%
202206,1869430.584,1706819.607,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202207,1844246.334,1659863.859,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202208,1773307.894,1483106.741,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202209,2665746.913,1855547.889,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202210,5556300.153,1740557.016,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202211,6364561.699,1834171.013,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202212,1827475.751,1628595.298,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202301,1825996.954,1625838.098,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202302,3905211.216,1618385.147,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202303,2006828.952,1962997.305,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202304,4279234.548,1445191.552,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202305,4921190.193,1744526.126,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202306,1874984.203,1717174.267,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202307,1831592.734,1636271.365,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202308,3480863.746,1419071.824,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202309,4116095.735,1674915.14,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202310,6036191.113,1680088.181,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202311,2497209.687,1832679.378,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202312,1788221.986,1555407.098,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202401,1837903.64,1648037.979,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202402,2054462.232,1753682.919,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202403,5169282.313,1734957.112,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202404,4176369.649,1826164.535,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202405,2796163.269,1876886.44,Route 485,Belgium,Brussels,0% - 490%,0% - 500%
202206,1869430.584,1706819.607,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202207,1844246.334,1659863.859,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202208,5161923.16,1483106.741,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202209,4924861.603,1855547.889,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202210,3969298.312,1740557.016,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202211,3206758.117,1834171.013,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202212,1827475.751,1628595.298,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202301,1825996.954,1625838.098,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202302,5554420.383,1618385.147,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202303,3259701.576,1962997.305,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202304,4635787.06,1445191.552,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202305,5201887.979,1744526.126,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202306,1874984.203,1717174.267,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202307,1831592.734,1636271.365,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202308,4371356.713,1419071.824,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202309,6119358.535,1674915.14,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202310,4639488.23,1680088.181,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202311,5151146.094,1832679.378,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202312,1788221.986,1555407.098,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202401,1837903.64,1648037.979,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202402,4377671.225,1753682.919,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202403,3252396.607,1734957.112,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202404,2295834.791,1826164.535,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202405,1970710.737,1876886.44,Route 486,Belgium,Brussels,0% - 490%,0% - 500%
202206,1869430.584,1706819.607,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202207,1844246.334,1659863.859,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202208,4119884.193,1483106.741,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202209,3800280.282,1855547.889,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202210,4333375.205,1740557.016,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202211,3846188.749,1834171.013,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202212,1827475.751,1628595.298,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202301,1825996.954,1625838.098,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202302,5120417.97,1618385.147,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202303,6534015.744,1962997.305,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202304,4744303.042,1445191.552,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202305,3143437.546,1744526.126,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202306,1874984.203,1717174.267,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202307,1831592.734,1636271.365,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202308,4044081.52,1419071.824,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202309,4529324.833,1674915.14,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202310,3125642.523,1680088.181,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202311,2015569.377,1832679.378,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202312,1788221.986,1555407.098,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202401,1837903.64,1648037.979,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202402,6418709.085,1753682.919,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202403,2293953.754,1734957.112,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202404,3637674.767,1826164.535,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202405,5705380.12,1876886.44,Route 487,Belgium,Brussels,0% - 490%,0% - 500%
202206,1869430.584,1706819.607,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202207,1844246.334,1659863.859,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202208,4247156.128,1483106.741,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202209,3780376.188,1855547.889,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202210,2690361.534,1740557.016,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202211,3472367.764,1834171.013,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202212,1827475.751,1628595.298,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202301,1825996.954,1625838.098,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202302,2698684.511,1618385.147,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202303,6228693.844,1962997.305,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202304,3039051.897,1445191.552,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202305,5585508.287,1744526.126,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202306,1874984.203,1717174.267,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202307,1831592.734,1636271.365,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202308,5269460.731,1419071.824,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202309,3020140.302,1674915.14,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202310,3017510.687,1680088.181,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202311,5839203.681,1832679.378,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202312,1788221.986,1555407.098,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202401,1837903.64,1648037.979,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202402,5967235.273,1753682.919,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202403,4275976.353,1734957.112,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202404,5459442.911,1826164.535,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202405,2252572.578,1876886.44,Route 488,Belgium,Brussels,0% - 490%,0% - 500%
202206,1869430.584,1706819.607,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202207,1844246.334,1659863.859,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202208,2035806.26,1483106.741,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202209,6308196.149,1855547.889,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202210,4043980.751,1740557.016,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202211,4534806.352,1834171.013,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202212,1827475.751,1628595.298,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202301,1825996.954,1625838.098,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202302,3844450.879,1618385.147,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202303,3428155.038,1962997.305,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202304,4341243.681,1445191.552,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202305,4079096.834,1744526.126,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202306,1874984.203,1717174.267,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202307,1831592.734,1636271.365,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202308,2620814.983,1419071.824,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202309,3541168.295,1674915.14,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202310,3558169.868,1680088.181,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202311,4630188.207,1832679.378,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202312,1788221.986,1555407.098,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202401,1837903.64,1648037.979,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202402,4706870.88,1753682.919,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202403,4731934.603,1734957.112,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202404,4137191.839,1826164.535,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202405,3329687.467,1876886.44,Route 489,Belgium,Brussels,0% - 490%,0% - 500%
202206,1869430.584,1706819.607,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202207,1844246.334,1659863.859,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202208,3571023.974,1483106.741,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202209,6049442.924,1855547.889,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202210,5201558.565,1740557.016,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202211,2813262.343,1834171.013,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202212,1827475.751,1628595.298,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202301,1825996.954,1625838.098,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202302,2021640.748,1618385.147,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202303,3249173.234,1962997.305,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202304,4814063.316,1445191.552,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202305,2853383.167,1744526.126,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202306,1874984.203,1717174.267,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202307,1831592.734,1636271.365,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202308,3534141.103,1419071.824,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202309,1924184.869,1674915.14,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202310,3053554.633,1680088.181,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202311,3165608.486,1832679.378,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202312,1788221.986,1555407.098,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202401,1837903.64,1648037.979,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202402,2976221.265,1753682.919,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202403,4704018.792,1734957.112,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202404,6105876.769,1826164.535,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202405,5071190.98,1876886.44,Route 490,Belgium,Brussels,0% - 500%,0% - 500%
202206,1869430.584,1706819.607,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202207,1844246.334,1659863.859,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202208,1813080.374,1483106.741,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202209,2426897.783,1855547.889,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202210,3474527.149,1740557.016,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202211,6492447.825,1834171.013,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202212,1827475.751,1628595.298,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202301,1825996.954,1625838.098,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202302,1960880.41,1618385.147,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202303,4438875.81,1962997.305,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202304,4845067.883,1445191.552,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202305,3545771.04,1744526.126,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202306,1874984.203,1717174.267,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202307,1831592.734,1636271.365,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202308,2141318.77,1419071.824,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202309,4035246.564,1674915.14,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202310,3891576.363,1680088.181,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202311,2182669.076,1832679.378,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202312,1788221.986,1555407.098,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202401,1837903.64,1648037.979,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202402,3813328.959,1753682.919,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202403,3373365.122,1734957.112,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202404,3598496.958,1826164.535,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202405,2614966.372,1876886.44,Route 491,Belgium,Brussels,0% - 500%,0% - 500%
202206,1869430.584,1706819.607,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202207,1844246.334,1659863.859,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202208,2672165.934,1483106.741,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202209,6765990.315,1855547.889,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202210,3455856.54,1740557.016,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202211,6443260.853,1834171.013,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202212,1827475.751,1628595.298,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202301,1825996.954,1625838.098,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202302,3592729.48,1618385.147,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202303,6712997.548,1962997.305,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202304,3542876.099,1445191.552,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202305,3695476.526,1744526.126,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202306,1874984.203,1717174.267,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202307,1831592.734,1636271.365,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202308,4569244.039,1419071.824,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202309,3154888.921,1674915.14,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202310,2215532.902,1680088.181,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202311,2398915.746,1832679.378,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202312,1788221.986,1555407.098,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202401,1837903.64,1648037.979,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202402,3173741.058,1753682.919,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202403,2749912.004,1734957.112,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202404,6380121.435,1826164.535,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202405,3279354.995,1876886.44,Route 492,Belgium,Brussels,0% - 500%,0% - 500%
202206,1869430.584,1706819.607,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202207,1844246.334,1659863.859,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202208,5400558.037,1483106.741,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202209,5283135.298,1855547.889,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202210,3474527.149,1740557.016,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202211,2409929.176,1834171.013,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202212,1827475.751,1628595.298,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202301,1825996.954,1625838.098,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202302,3193447.26,1618385.147,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202303,3954572.106,1962997.305,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202304,2077910.342,1445191.552,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202305,4921190.193,1744526.126,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202306,1874984.203,1717174.267,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202307,1831592.734,1636271.365,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202308,4987851.844,1419071.824,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202309,5203067.927,1674915.14,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202310,4522345.407,1680088.181,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202311,6468284.904,1832679.378,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202312,1788221.986,1555407.098,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202401,1837903.64,1648037.979,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202402,2223764.911,1753682.919,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202403,5643851.104,1734957.112,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202404,5909987.721,1826164.535,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202405,5916776.5,1876886.44,Route 493,Belgium,Brussels,0% - 500%,0% - 500%
202206,1869430.584,1706819.607,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202207,1844246.334,1659863.859,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202208,2584666.479,1483106.741,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202209,2635890.772,1855547.889,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202210,6041736.01,1740557.016,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202211,2547652.696,1834171.013,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202212,1827475.751,1628595.298,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202301,1825996.954,1625838.098,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202302,5580460.527,1618385.147,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202303,6670884.182,1962997.305,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202304,5240376.103,1445191.552,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202305,2713034.274,1744526.126,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202306,1874984.203,1717174.267,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202307,1831592.734,1636271.365,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202308,2095652.464,1419071.824,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202309,4017280.082,1674915.14,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202310,5747839.55,1680088.181,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202311,2585674.234,1832679.378,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202312,1788221.986,1555407.098,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202401,1837903.64,1648037.979,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202402,2825729.995,1753682.919,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202403,2014795.641,1734957.112,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202404,3069596.529,1826164.535,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202405,6037574.432,1876886.44,Route 494,Belgium,Brussels,0% - 500%,0% - 500%
202206,1869430.584,1706819.607,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202207,1844246.334,1659863.859,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202208,5321013.078,1483106.741,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202209,2725459.196,1855547.889,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202210,3773256.908,1740557.016,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202211,3777326.988,1834171.013,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202212,1827475.751,1628595.298,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202301,1825996.954,1625838.098,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202302,2950405.91,1618385.147,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202303,3786118.644,1962997.305,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202304,4449759.663,1445191.552,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202305,4219445.727,1744526.126,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202306,1874984.203,1717174.267,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202307,1831592.734,1636271.365,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202308,2704536.544,1419071.824,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202309,5445615.441,1674915.14,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202310,4432235.544,1680088.181,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202311,3942130.62,1832679.378,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202312,1788221.986,1555407.098,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202401,1837903.64,1648037.979,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202402,3004438.379,1753682.919,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202403,2470753.892,1734957.112,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202404,3431991.267,1826164.535,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202405,5866444.029,1876886.44,Route 495,Belgium,Brussels,0% - 500%,0% - 500%
202206,1869430.584,1706819.607,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202207,1844246.334,1659863.859,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202208,2703983.918,1483106.741,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202209,4437211.296,1855547.889,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202210,4660110.878,1740557.016,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202211,3000172.836,1834171.013,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202212,1827475.751,1628595.298,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202301,1825996.954,1625838.098,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202302,5884262.216,1618385.147,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202303,2280565.827,1962997.305,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202304,4263732.265,1445191.552,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202305,6408888.46,1744526.126,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202306,1874984.203,1717174.267,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202307,1831592.734,1636271.365,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202308,3975582.061,1419071.824,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202309,5274933.857,1674915.14,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
202310,2981466.742,1680088.181,Route 496,Belgium,Brussels,0% - 500%,0% - 500%
