observationID,obsGroupID,periodID,costInput,costDriverInput,costActivity,dataGranularityL1,dataGranularityL2,dataGranularityL3,dataGranularityL4,isGranular,runtTimeVersion,PK_ID,Source
13,9,202407,1874984.203,1717174.267,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,13_9_7,Business Input
14,9,202408,1831592.734,1636271.365,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,14_9_7,Business Input
15,9,202409,1715099.914,1419071.824,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,15_9_7,Business Input
16,9,202410,1852318.939,1674915.14,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,16_9_7,Business Input
17,9,202411,2233554.875,1680088.181,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,17_9_7,Business Input
18,9,202412,2074545.741,1832679.378,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,18_9_7,Business Input
19,9,202501,1788221.986,1555407.098,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,19_9_7,Business Input
20,9,202502,1837903.64,1648037.979,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,20_9_7,Business Input
21,9,202503,1894565.256,1753682.919,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,21_9_7,Business Input
22,9,202504,1884521.855,1734957.112,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,22_9_7,Business Input
23,9,202505,2609257.267,1826164.535,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,23_9_7,Business Input
24,9,202506,3490751.376,1876886.44,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,24_9_7,Business Input
1,10,202307,1869430.584,1706819.607,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,1_10_7,Business Input
2,10,202308,1844246.334,1659863.859,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,2_10_7,Business Input
3,10,202309,1749444.407,1483106.741,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,3_10_7,Business Input
4,10,202310,1949199.523,1855547.889,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,4_10_7,Business Input
5,10,202311,2438308.3,1740557.016,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,5_10_7,Business Input
6,10,202312,2183669.106,1834171.013,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,6_10_7,Business Input
7,10,202401,1827475.751,1628595.298,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,7_10_7,Business Input
8,10,202402,1825996.954,1625838.098,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,8_10_7,Business Input
9,10,202403,1821999.638,1618385.147,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,9_10_7,Business Input
10,10,202404,2006828.952,1962997.305,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,10_10_7,Business Input
11,10,202405,2023652.351,1445191.552,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,11_10_7,Business Input
12,10,202406,2460406.267,1744526.126,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,12_10_7,Business Input
13,10,202407,1874984.203,1717174.267,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,13_10_7,Business Input
14,10,202408,1831592.734,1636271.365,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,14_10_7,Business Input
15,10,202409,1715099.914,1419071.824,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,15_10_7,Business Input
16,10,202410,1852318.939,1674915.14,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,16_10_7,Business Input
17,10,202411,2026302.189,1680088.181,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,17_10_7,Business Input
18,10,202412,1986081.194,1832679.378,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,18_10_7,Business Input
19,10,202501,1788221.986,1555407.098,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,19_10_7,Business Input
20,10,202502,1837903.64,1648037.979,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,20_10_7,Business Input
21,10,202503,1894565.256,1753682.919,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,21_10_7,Business Input
22,10,202504,1884521.855,1734957.112,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,22_10_7,Business Input
23,10,202505,2619051.719,1826164.535,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,23_10_7,Business Input
24,10,202506,1970710.737,1876886.44,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,24_10_7,Business Input
1,11,202307,1869430.584,1706819.607,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,1_11_7,Business Input
2,11,202308,1844246.334,1659863.859,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,2_11_7,Business Input
3,11,202309,1749444.407,1483106.741,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,3_11_7,Business Input
4,11,202310,2903194.337,1855547.889,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,4_11_7,Business Input
5,11,202311,3588344.518,1740557.016,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,5_11_7,Business Input
6,11,202312,3393436.172,1834171.013,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,6_11_7,Business Input
7,11,202401,1827475.751,1628595.298,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,7_11_7,Business Input
8,11,202402,1825996.954,1625838.098,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,8_11_7,Business Input
9,11,202403,1821999.638,1618385.147,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,9_11_7,Business Input
10,11,202404,2960823.765,1962997.305,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,10_11_7,Business Input
11,11,202405,4249438.783,1445191.552,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,11_11_7,Business Input
12,11,202406,3274052.187,1744526.126,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,12_11_7,Business Input
13,11,202407,1874984.203,1717174.267,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,13_11_7,Business Input
14,11,202408,1831592.734,1636271.365,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,14_11_7,Business Input
15,11,202409,1715099.914,1419071.824,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,15_11_7,Business Input
16,11,202410,1852318.939,1674915.14,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,16_11_7,Business Input
17,11,202411,2512895.452,1680088.181,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,17_11_7,Business Input
18,11,202412,2959734.796,1832679.378,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,18_11_7,Business Input
19,11,202501,3696211.614,1555407.098,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,19_11_7,Business Input
20,11,202502,4699888.082,1648037.979,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,20_11_7,Business Input
21,11,202503,4756549.698,1753682.919,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,21_11_7,Business Input
22,11,202504,4746506.297,1734957.112,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,22_11_7,Business Input
23,11,202505,5285147.113,1826164.535,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,23_11_7,Business Input
24,11,202506,5557482.768,1876886.44,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,24_11_7,Business Input
1,12,202307,1869430.584,1706819.607,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,1_12_7,Business Input
2,12,202308,1844246.334,1659863.859,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,2_12_7,Business Input
3,12,202309,1749444.407,1483106.741,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,3_12_7,Business Input
4,12,202310,1949199.523,1855547.889,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,4_12_7,Business Input
5,12,202311,1896860.613,1740557.016,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,5_12_7,Business Input
6,12,202312,2183669.106,1834171.013,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,6_12_7,Business Input
7,12,202401,1827475.751,1628595.298,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,7_12_7,Business Input
8,12,202402,1825996.954,1625838.098,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,8_12_7,Business Input
9,12,202403,1821999.638,1618385.147,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,9_12_7,Business Input
10,12,202404,2006828.952,1962997.305,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,10_12_7,Business Input
11,12,202405,1783366.962,1445191.552,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,11_12_7,Business Input
12,12,202406,2217134.852,1744526.126,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,12_12_7,Business Input
13,12,202407,1874984.203,1717174.267,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,13_12_7,Business Input
14,12,202408,1831592.734,1636271.365,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,14_12_7,Business Input
15,12,202409,1715099.914,1419071.824,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,15_12_7,Business Input
16,12,202410,1852318.939,1674915.14,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,16_12_7,Business Input
17,12,202411,1963225.285,1680088.181,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,17_12_7,Business Input
18,12,202412,1946763.618,1832679.378,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,18_12_7,Business Input
19,12,202501,1788221.986,1555407.098,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,19_12_7,Business Input
20,12,202502,1837903.64,1648037.979,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,20_12_7,Business Input
21,12,202503,1894565.256,1753682.919,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,21_12_7,Business Input
22,12,202504,1884521.855,1734957.112,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,22_12_7,Business Input
23,12,202505,2119534.648,1826164.535,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,23_12_7,Business Input
24,12,202506,2172040.623,1876886.44,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,24_12_7,Business Input
1,13,202307,1869430.584,1706819.607,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,1_13_7,Business Input
2,13,202308,1844246.334,1659863.859,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,2_13_7,Business Input
3,13,202309,1749444.407,1483106.741,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,3_13_7,Business Input
4,13,202310,2903194.337,1855547.889,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,4_13_7,Business Input
5,13,202311,2878861.342,1740557.016,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,5_13_7,Business Input
6,13,202312,2960590.821,1834171.013,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,6_13_7,Business Input
7,13,202401,1827475.751,1628595.298,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,7_13_7,Business Input
8,13,202402,1825996.954,1625838.098,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,8_13_7,Business Input
9,13,202403,1821999.638,1618385.147,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,9_13_7,Business Input
10,13,202404,2960823.765,1962997.305,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,10_13_7,Business Input
11,13,202405,3660352.023,1445191.552,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,11_13_7,Business Input
12,13,202406,2899788.472,1744526.126,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,12_13_7,Business Input
13,13,202407,1874984.203,1717174.267,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,13_13_7,Business Input
14,13,202408,1831592.734,1636271.365,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,14_13_7,Business Input
15,13,202409,1715099.914,1419071.824,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,15_13_7,Business Input
16,13,202410,1852318.939,1674915.14,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,16_13_7,Business Input
17,13,202411,1945203.312,1680088.181,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,17_13_7,Business Input
18,13,202412,3028540.555,1832679.378,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,18_13_7,Business Input
19,13,202501,3696211.614,1555407.098,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,19_13_7,Business Input
20,13,202502,4699888.082,1648037.979,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,20_13_7,Business Input
21,13,202503,4756549.698,1753682.919,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,21_13_7,Business Input
22,13,202504,4746506.297,1734957.112,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,22_13_7,Business Input
23,13,202505,4815013.398,1826164.535,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,23_13_7,Business Input
24,13,202506,4842761.673,1876886.44,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,24_13_7,Business Input
1,14,202307,1869430.584,1706819.607,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,1_14_7,Business Input
2,14,202308,1844246.334,1659863.859,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,2_14_7,Business Input
3,14,202309,1749444.407,1483106.741,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,3_14_7,Business Input
4,14,202310,2903194.337,1855547.889,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,4_14_7,Business Input
5,14,202311,3943086.106,1740557.016,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,5_14_7,Business Input
6,14,202312,3540997.087,1834171.013,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,6_14_7,Business Input
7,14,202401,1827475.751,1628595.298,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,7_14_7,Business Input
8,14,202402,1825996.954,1625838.098,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,8_14_7,Business Input
9,14,202403,1821999.638,1618385.147,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,9_14_7,Business Input
10,14,202404,2960823.765,1962997.305,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,10_14_7,Business Input
11,14,202405,4605991.295,1445191.552,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,11_14_7,Business Input
12,14,202406,3872874.131,1744526.126,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,12_14_7,Business Input
13,14,202407,1874984.203,1717174.267,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,13_14_7,Business Input
14,14,202408,1831592.734,1636271.365,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,14_14_7,Business Input
15,14,202409,1715099.914,1419071.824,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,15_14_7,Business Input
16,14,202410,1852318.939,1674915.14,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,16_14_7,Business Input
17,14,202411,3251796.332,1680088.181,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,17_14_7,Business Input
18,14,202412,4247385.423,1832679.378,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,18_14_7,Business Input
19,14,202501,3696211.614,1555407.098,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,19_14_7,Business Input
20,14,202502,4699888.082,1648037.979,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,20_14_7,Business Input
21,14,202503,4756549.698,1753682.919,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,21_14_7,Business Input
22,14,202504,4746506.297,1734957.112,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,22_14_7,Business Input
23,14,202505,5980553.232,1826164.535,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,23_14_7,Business Input
24,14,202506,6594331.68,1876886.44,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,24_14_7,Business Input
1,15,202307,1869430.584,1706819.607,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,1_15_7,Business Input
2,15,202308,1844246.334,1659863.859,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,2_15_7,Business Input
3,15,202309,1749444.407,1483106.741,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,3_15_7,Business Input
4,15,202310,2903194.337,1855547.889,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,4_15_7,Business Input
5,15,202311,2888196.647,1740557.016,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,5_15_7,Business Input
6,15,202312,3796769.34,1834171.013,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,6_15_7,Business Input
7,15,202401,1827475.751,1628595.298,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,7_15_7,Business Input
8,15,202402,1825996.954,1625838.098,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,8_15_7,Business Input
9,15,202403,1821999.638,1618385.147,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,9_15_7,Business Input
10,15,202404,2960823.765,1962997.305,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,10_15_7,Business Input
11,15,202405,4830774.4,1445191.552,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,11_15_7,Business Input
12,15,202406,3545393.381,1744526.126,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,12_15_7,Business Input
13,15,202407,1874984.203,1717174.267,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,13_15_7,Business Input
14,15,202408,1831592.734,1636271.365,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,14_15_7,Business Input
15,15,202409,1715099.914,1419071.824,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,15_15_7,Business Input
16,15,202410,1852318.939,1674915.14,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,16_15_7,Business Input
17,15,202411,1999269.23,1680088.181,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,17_15_7,Business Input
18,15,202412,3569157.23,1832679.378,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,18_15_7,Business Input
19,15,202501,3696211.614,1555407.098,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,19_15_7,Business Input
20,15,202502,4699888.082,1648037.979,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,20_15_7,Business Input
21,15,202503,4756549.698,1753682.919,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,21_15_7,Business Input
22,15,202504,4746506.297,1734957.112,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,22_15_7,Business Input
23,15,202505,5637747.399,1826164.535,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,23_15_7,Business Input
24,15,202506,5607815.239,1876886.44,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,24_15_7,Business Input
1,16,202310,41209.89534,1855547.889,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,1_16_7,Business Input
2,16,202312,1937734.247,1834171.013,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,2_16_7,Business Input
3,16,202401,1827475.751,1628595.298,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,3_16_7,Business Input
4,16,202402,1825996.954,1625838.098,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,4_16_7,Business Input
5,16,202403,1821999.638,1618385.147,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,5_16_7,Business Input
6,16,202404,2006828.952,1962997.305,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,6_16_7,Business Input
7,16,202409,1715099.914,1419071.824,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,7_16_7,Business Input
8,16,202410,1852318.939,1674915.14,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,8_16_7,Business Input
9,16,202411,1855093.448,1680088.181,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,9_16_7,Business Input
10,16,202412,1936934.224,1832679.378,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,10_16_7,Business Input
11,16,202501,1788221.986,1555407.098,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,11_16_7,Business Input
12,16,202502,1837903.64,1648037.979,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,12_16_7,Business Input
13,16,202503,1894565.256,1753682.919,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,13_16_7,Business Input
14,16,202504,1884521.855,1734957.112,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,14_16_7,Business Input
15,16,202505,1933440.052,1826164.535,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,15_16_7,Business Input
16,16,202506,1960644.243,1876886.44,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,16_16_7,Business Input
1,17,202307,1869430.584,1706819.607,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,1_17_7,Business Input
2,17,202308,1844246.334,1659863.859,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,2_17_7,Business Input
3,17,202309,1749444.407,1483106.741,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,3_17_7,Business Input
4,17,202310,2903194.337,1855547.889,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,4_17_7,Business Input
5,17,202311,2897531.952,1740557.016,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,5_17_7,Business Input
6,17,202312,3698395.397,1834171.013,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,6_17_7,Business Input
7,17,202401,1827475.751,1628595.298,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,7_17_7,Business Input
8,17,202402,1825996.954,1625838.098,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,8_17_7,Business Input
9,17,202403,1821999.638,1618385.147,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,9_17_7,Business Input
10,17,202404,2960823.765,1962997.305,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,10_17_7,Business Input
11,17,202405,3931641.978,1445191.552,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,11_17_7,Business Input
12,17,202406,2871718.694,1744526.126,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,12_17_7,Business Input
13,17,202407,1874984.203,1717174.267,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,13_17_7,Business Input
14,17,202408,1831592.734,1636271.365,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,14_17_7,Business Input
15,17,202409,1715099.914,1419071.824,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,15_17_7,Business Input
16,17,202410,1852318.939,1674915.14,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,16_17_7,Business Input
17,17,202411,1936192.326,1680088.181,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,17_17_7,Business Input
18,17,202412,3657621.777,1832679.378,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,18_17_7,Business Input
19,17,202501,3696211.614,1555407.098,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,19_17_7,Business Input
20,17,202502,4699888.082,1648037.979,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,20_17_7,Business Input
21,17,202503,4756549.698,1753682.919,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,21_17_7,Business Input
22,17,202504,4746506.297,1734957.112,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,22_17_7,Business Input
23,17,202505,5010902.446,1826164.535,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,23_17_7,Business Input
24,17,202506,5013892.076,1876886.44,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,24_17_7,Business Input
1,18,202307,1869430.584,1706819.607,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,1_18_7,Business Input
2,18,202308,1844246.334,1659863.859,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,2_18_7,Business Input
3,18,202309,1749444.407,1483106.741,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,3_18_7,Business Input
4,18,202310,1949199.523,1855547.889,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,4_18_7,Business Input
5,18,202311,1915531.223,1740557.016,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,5_18_7,Business Input
6,18,202312,2055782.979,1834171.013,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,6_18_7,Business Input
7,18,202401,1827475.751,1628595.298,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,7_18_7,Business Input
8,18,202402,1825996.954,1625838.098,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,8_18_7,Business Input
9,18,202403,1821999.638,1618385.147,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,9_18_7,Business Input
10,18,202404,2006828.952,1962997.305,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,10_18_7,Business Input
11,18,202405,1791118.103,1445191.552,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,11_18_7,Business Input
12,18,202406,2048716.18,1744526.126,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,12_18_7,Business Input
